"","tax_name","ExrNTC_S49","LibNTC_S51","WP2-001_S1","WP2-002_S2","WP2-003_S3","WP2-004_S4","WP2-005_S5","WP2-006_S6","WP2-007_S7","WP2-008_S8","WP2-009_S9","WP2-010_S10","WP2-011_S11","WP2-012_S12","WP2-013_S13","WP2-014_S14","WP2-016_S16","WP2-017_S17","WP2-018_S18","WP2-019_S19","WP2-020_S20","WP2-021_S21","WP2-022_S22","WP2-023_S23","WP2-024_S24","WP2-025_S25","WP2-026_S26","WP2-027_S48","WP2-029_S29","WP2-030_S30","WP2-031_S31","WP2-032_S32","WP2-033_S33","WP2-034_S34","WP2-035_S35","WP2-036_S36","WP2-037_S37","WP2-038_S38","WP2-039_S39","WP2-040_S40","WP2-041_S41","WP2-042_S42","WP2-043_S43","WP2-044_S44","WP2-045_S45","WP2-046_S46"
"1","Acanthopagrus",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,133,0,0,0,0,0,0,77,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Acartia",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Accipiter",0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Acholoe",0,0,0,0,0,0,0,0,81,0,81,65,181,67,62,0,0,0,0,0,209,0,55,108,0,79,91,0,141,115,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0
"5","Acipenser",0,0,0,0,52,59,0,0,0,0,0,61,185,0,110,365,62,0,0,0,0,0,0,0,0,67,108,0,161,301,0,0,0,0,55,50,0,0,0,0,0,0,86,0,0,0
"6","Acleris",0,0,50,0,0,0,0,0,0,0,0,0,82,0,62,62,0,0,0,0,0,0,0,0,0,0,58,0,81,144,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"7","Acomys",0,0,66,0,77,83,80,0,0,0,99,96,280,0,140,377,70,69,0,59,58,78,76,0,0,108,122,0,231,399,58,0,53,69,76,69,0,59,0,0,0,0,127,0,59,0
"8","Acrobasis",0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","Acrocephalus",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","Acronicta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","Acropora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Actinia",0,0,0,0,0,0,58,0,71,0,57,54,123,0,59,78,0,0,0,0,0,0,0,0,0,72,60,0,0,77,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
"13","Aedes",0,0,79,0,107,0,0,0,0,65,76,102,226,0,146,235,0,0,0,82,65,103,68,57,0,106,134,0,160,836,0,0,59,0,0,108,0,0,0,0,52,0,98,0,0,0
"14","Aequipecten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
"15","Agelas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Agonopterix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Agonum",0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Agriopis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Agriphila",0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Agrochola",0,0,0,0,0,0,0,0,0,0,0,0,79,0,60,63,0,0,0,0,0,0,0,0,0,0,76,0,66,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
"21","Agrotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Ahaetulla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Ailuropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Alentia",0,0,0,0,0,0,82,136,111,163,199,342,666,0,116,0,0,0,0,0,130,351,242,62,0,259,176,0,154,297,0,0,0,50,0,0,0,0,0,0,0,78,89,0,0,0
"25","Alitta",0,0,0,0,70,0,0,0,0,0,76,0,145,0,69,160,149,0,0,0,0,52,0,0,0,55,91,0,106,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Alloplasta",0,0,0,0,0,0,0,0,0,0,0,0,70,0,53,115,0,0,0,0,0,0,0,0,0,0,52,0,62,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Alosa",0,0,69,0,50,0,0,0,0,0,0,62,0,0,544,62,66,0,0,0,0,73,0,0,0,76,200,0,0,0,0,0,0,0,62,61,0,54,0,0,0,0,73,0,221,0
"28","Alsophila",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Amblyraja",0,0,0,0,114,0,0,0,53,0,0,68,0,0,50,0,0,0,0,0,53,0,0,0,0,59,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Amblyteles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Ammodytes",0,0,563,320,528,201,372,336,647,1034,3040,2067,1711,496,1232,0,660,0,159,193,1604,533,180,96,0,1157,802,95,2063,3900,82,58,120,115,70,145,185,157,80,56,143,0,141,306,315,0
"32","Amphibalanus",0,0,50,0,0,0,0,0,0,0,0,55,127,0,103,139,0,0,0,0,0,68,0,0,0,66,114,0,85,144,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0
"33","Amphiduros",0,0,0,0,0,0,0,0,0,0,0,54,72,0,64,0,0,0,0,0,0,0,0,0,0,75,65,0,65,149,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
"34","Anabas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Anarrhichthys",0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0
"36","Anas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Anastrepha",0,0,0,0,0,0,0,0,0,0,0,0,94,0,51,79,0,0,0,0,0,0,0,0,0,0,60,0,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Andrena",0,0,60,0,0,0,75,0,0,0,54,0,142,0,138,141,0,0,56,0,0,63,0,0,0,73,164,0,83,594,50,0,0,51,0,67,0,0,0,0,0,60,69,0,0,0
"39","Anguilla",0,0,54,0,0,51,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Anisus",0,0,0,0,307,0,0,0,0,0,0,0,124,0,71,0,0,0,0,0,0,0,0,0,0,75,98,0,103,258,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
"41","Anneissia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Anolis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
"43","Anopheles",0,0,0,0,90,0,0,0,0,0,70,75,205,0,137,207,0,0,0,0,0,95,0,0,0,80,110,0,144,369,0,0,0,0,0,171,0,0,0,54,0,54,0,0,0,0
"44","Anoplius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Anorthoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Antechinus",0,0,0,0,70,79,0,0,0,0,68,82,0,0,118,0,0,0,0,0,0,64,58,0,0,84,115,0,0,0,0,0,0,0,66,72,0,0,0,0,0,57,80,0,0,0
"47","Apamea",0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,58,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Apeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Apis",0,0,0,0,0,0,0,0,0,0,0,0,125,0,85,116,0,0,0,0,0,0,0,0,0,0,77,0,114,131,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
"50","Aplidium",0,0,63,0,101,80,101,64,128,73,73,105,189,66,136,209,128,0,86,55,50,64,91,0,0,316,366,0,600,318,89,106,142,170,119,136,131,74,0,0,61,93,537,355,92,134
"51","Aplysia",0,0,0,0,111,0,0,0,0,0,0,77,244,0,134,539,58,0,0,0,70,106,72,135,0,98,145,0,334,501,0,0,0,0,0,0,0,0,0,0,0,51,85,0,0,0
"52","Aplysina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Apodemus",0,0,64,64,79,0,50,0,0,0,58,83,82,0,134,147,53,68,0,0,0,71,0,0,0,90,118,0,88,152,0,0,0,61,50,66,0,0,0,0,0,0,79,0,0,0
"54","Aporophyla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Apotomis",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Aptenodytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0
"57","Aquila",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Archips",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Argentina",0,0,63,0,68,56,76,0,57,0,78,78,264,0,83,0,0,0,59,0,0,63,70,0,0,59,74,0,195,339,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
"60","Argyresthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Argyrosomus",0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Arvicanthis",0,0,57,0,55,0,0,0,0,0,62,54,0,0,132,0,0,0,0,0,0,73,57,0,0,73,102,0,0,0,0,0,0,0,52,55,0,0,0,0,0,0,92,0,0,0
"63","Arvicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
"64","Ascidia",0,0,3058,2230,5850,3595,3290,1723,3132,3998,3347,921,6109,2006,170,0,0,267,1902,553,1300,799,1263,699,234,1930,1614,0,0,0,2986,1924,6895,5592,3709,2508,4204,1463,639,807,976,1170,102,100,0,0
"65","Asterias",0,0,188,110,242,225,358,277,435,611,1111,1740,3743,1204,3256,4667,4209,55,152,121,920,2069,1639,593,336,3519,4813,432,4473,3938,50,0,142,201,195,249,532,500,194,254,501,1879,7526,4216,496,0
"66","Astyanax",0,0,0,0,66,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Aurelia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Autographa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Babina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0
"70","Bactrocera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Balaenoptera",0,0,74,52,73,0,97,61,7595,121,79,240,281,92,232,0,55,0,0,0,120,64,2923,336,0,203,208,0,141,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
"72","Balanococcus",0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Barbatula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Barbus",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,142,0,0,0,0,0,0,0,0,0,0,55,0,59,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Bathymodiolus",0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Belonocnema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Bemisia",0,0,0,0,0,0,0,0,0,0,0,0,63,0,55,114,0,0,0,0,0,0,0,0,0,0,56,0,55,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Betta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Bibio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,67,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Bimastos",0,0,52,0,59,0,0,0,0,0,0,64,151,0,93,0,0,0,0,0,0,69,0,0,0,95,72,0,117,369,0,0,0,0,0,63,0,0,0,0,0,0,63,0,0,0
"81","Biomphalaria",0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,124,0,0,0,0,0,0,0,0,0,0,68,0,82,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Biston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Blastobasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Boleophthalmus",0,0,90,0,53,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,133,0,0,0,57,100,0,0,0,53,0,54,0,50,51,0,0,0,0,0,0,65,0,0,0
"85","Bombina",0,0,69,0,118,112,0,59,91,89,85,116,0,77,72,0,99,0,87,99,70,109,93,77,0,141,147,0,0,0,81,74,81,108,100,110,75,68,0,0,59,104,171,0,149,0
"86","Bombus",0,0,0,0,0,0,0,0,0,0,0,0,98,0,53,160,0,0,0,0,0,0,0,0,0,56,78,0,76,401,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
"87","Bombyx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Boreogadus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Borostomias",0,0,67,0,103,0,0,0,0,0,0,51,268,0,122,0,55,0,0,0,0,105,0,0,0,67,112,0,192,433,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0
"90","Bos",0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Botryllus",0,0,98,59,178,0,68,0,0,0,60,0,60,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,77,61,105,114,52,83,95,0,0,0,0,0,122,59,0,0
"92","Brachyptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,77,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Brachypterus",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Bradysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Branchellion",0,0,88,131,94,0,0,0,55,52,64,90,341,56,170,0,93,0,0,0,93,148,74,115,0,157,216,0,333,894,0,0,0,0,0,0,0,68,0,0,0,0,93,94,0,0
"96","Branchiostoma",0,0,0,0,72,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Brenthis",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Bruchidius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Bufo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,60,67,0,0,0,62,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Bugulina",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Cabera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Caenorhabditis",0,0,0,0,0,53,0,0,0,0,0,65,137,0,96,137,50,0,0,0,58,54,0,0,0,63,90,0,101,310,0,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0
"103","Calamotropha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Caligus",0,0,0,0,0,0,0,0,0,0,71,0,143,2890,0,0,158,0,0,0,0,0,0,133,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0
"105","Callithrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"106","Callorhinchus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"107","Callorhinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Canis",0,0,0,0,0,0,0,0,0,0,0,52,601,0,74,737,0,0,0,0,0,0,0,0,0,0,75,0,382,227,0,0,0,0,0,0,51,0,0,0,0,0,0,0,7933,0
"109","Cantharis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0
"110","Capitulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,134,0,94,0,0,0
"111","Caprimulgus",0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Carassius",0,0,0,0,53,60,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,70,0,0,0,59,91,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,78,0,0,0
"113","Carcharodon",0,0,114,0,0,0,133,83,75,63,110,525,0,88,0,0,0,0,0,73,146,129,441,93,0,81,111,0,0,0,69,0,0,0,0,193,0,0,0,0,0,51,119,0,0,0
"114","Catharus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
"115","Centropristis",0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Cephus",0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Cerastoderma",0,0,0,0,0,0,57,0,0,0,65,171,301,0,166,0,62,0,0,0,0,479,57,0,0,112,161,0,283,200,0,0,0,0,0,51,50,0,0,0,78,231,1160,1327,0,0
"118","Ceratitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,70,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
