"","tax_name","ExrNTC_S49","LibNTC_S51","WP2-001_S1","WP2-002_S2","WP2-003_S3","WP2-004_S4","WP2-005_S5","WP2-006_S6","WP2-007_S7","WP2-008_S8","WP2-009_S9","WP2-010_S10","WP2-011_S11","WP2-012_S12","WP2-013_S13","WP2-014_S14","WP2-016_S16","WP2-017_S17","WP2-018_S18","WP2-019_S19","WP2-020_S20","WP2-021_S21","WP2-022_S22","WP2-023_S23","WP2-024_S24","WP2-025_S25","WP2-026_S26","WP2-027_S48","WP2-029_S29","WP2-030_S30","WP2-031_S31","WP2-032_S32","WP2-033_S33","WP2-034_S34","WP2-035_S35","WP2-036_S36","WP2-037_S37","WP2-038_S38","WP2-039_S39","WP2-040_S40","WP2-041_S41","WP2-042_S42","WP2-043_S43","WP2-044_S44","WP2-045_S45","WP2-046_S46"
"119","Ceratosolen",0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,70,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Cervus",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Chalcis",0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Chanos",0,0,0,0,0,0,0,0,0,0,0,0,141,0,66,0,0,0,0,0,0,0,0,0,0,0,52,0,116,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Charanyca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Cheilosia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Cherax",0,0,374,192,271,202,196,118,164,162,226,290,1120,173,574,1301,208,189,168,146,198,418,237,220,0,381,514,73,854,1960,244,146,212,222,226,237,125,111,57,95,102,139,356,0,407,56
"126","Chionomys",0,0,0,0,0,0,0,0,0,0,0,0,56,0,69,0,0,0,0,0,0,0,0,0,0,0,68,0,66,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Chondrosia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Chrysolina",0,0,73,0,78,90,0,52,62,60,114,146,246,0,137,123,0,0,67,62,58,84,60,0,0,104,138,0,199,422,0,0,50,77,59,106,59,0,0,0,0,55,98,0,0,0
"129","Chrysoperla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Cimex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Ciona",0,0,154,178,197,252,328,201,207,301,964,1321,683,180,317,189,0,0,65,54,121,562,156,82,0,320,318,0,0,0,0,0,196,292,134,114,97,87,0,51,0,820,1934,1961,0,0
"132","Clavelina",0,0,0,0,0,0,0,0,0,0,0,0,69,109,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,77,0,67,63,70,0,60,0,0,0,0,0,0,99,0,0,0
"133","Clupea",0,0,940,695,3495,2581,5360,5769,15515,26302,37118,37991,10758,49771,75859,11033,7905,238,1888,2002,22760,13294,19866,8121,10777,63990,97770,4937,4916,3955,305,249,740,1797,1459,2233,6110,4291,2447,4787,10573,3970,25000,6404,5553,0
"134","Coelioxys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Coelopa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Coleophora",0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,74,0,0,0,0,0,0,0,0,0,0,55,0,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Colletes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Condylostylus",0,0,0,0,0,0,0,0,0,0,0,0,78,0,60,99,0,0,0,0,0,0,0,0,0,0,95,0,74,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Conomelus",0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Conops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Coregonus",0,0,113,0,100,96,68,0,60,70,88,142,230,51,165,0,102,0,52,56,56,124,98,79,0,140,202,0,178,418,66,0,55,58,82,70,0,97,0,0,0,54,141,0,73,0
"142","Corythucha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Cosmia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Cotesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Cottoperca",0,0,0,0,0,0,0,0,0,0,0,0,152,0,57,0,0,0,0,0,0,0,0,0,0,87,51,0,78,208,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0
"146","Crambus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Crassostrea",0,0,0,0,52,53,51,0,0,0,50,50,156,0,113,164,0,0,0,0,0,53,0,0,0,58,94,0,134,182,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
"148","Cricetulus",0,0,59,0,60,75,68,0,0,0,0,52,0,0,105,0,0,0,0,0,0,56,0,0,0,66,90,0,0,0,0,0,0,50,0,57,0,0,0,0,0,0,57,0,0,0
"149","Cryptosula",0,0,0,0,50,0,54,0,0,0,57,76,234,0,114,187,0,0,75,0,67,124,136,65,0,95,138,0,119,447,0,0,0,75,62,72,0,0,0,0,50,0,82,0,0,0
"150","Ctenicera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Ctenocephalides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Ctenopharyngodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0
"153","Culex",0,0,58,52,65,83,77,55,68,76,79,109,338,66,183,309,66,54,0,0,52,209,91,0,0,128,230,0,159,713,0,0,0,63,63,0,60,0,0,0,0,67,94,0,0,0
"154","Culicoides",0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Cyclopterus",0,0,0,0,0,0,0,0,0,62,136,277,0,105,175,0,129,0,0,0,73,284,128,79,0,108,112,0,0,0,0,0,0,0,0,52,0,0,0,0,0,59,242,223,73,0
"156","Cydia",0,0,0,0,0,0,0,0,0,0,0,0,54,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Cyprideis",0,0,570,552,263,529,323,274,208,115,240,269,375,340,2261,354,90,826,527,318,348,193,253,131,0,221,247,0,741,398,1251,794,241,1174,414,358,183,333,74,1071,1619,385,391,616,253,84
"158","Cyprinodon",0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","Cyprinus",0,0,0,0,0,0,0,0,0,0,0,50,143,0,73,142,0,0,0,0,0,60,0,0,0,54,83,0,78,105,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
"160","Danio",0,0,106,101,282,184,147,73,106,93,145,170,633,101,344,770,111,98,86,110,120,205,133,151,0,221,323,53,612,1002,89,69,63,108,111,126,85,106,0,66,66,91,226,0,112,0
"161","Daphnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","Darwinula",0,0,69,0,100,0,103,0,0,0,0,0,83,64,67,81,0,84,119,114,62,0,0,0,0,0,57,0,90,196,59,0,76,82,138,146,0,0,0,0,0,108,74,0,52,0
"163","Dasypus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Dendrodoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
"165","Dendronephthya",0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,76,0,0,0,0,0,0,56,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Denticeps",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Dermacentor",0,0,112,0,131,0,0,0,51,0,64,81,229,0,118,261,52,0,72,0,70,82,72,0,0,117,135,0,191,581,105,50,52,80,0,108,0,0,0,0,0,0,117,0,0,0
"168","Diabrotica",0,0,0,0,0,0,0,0,0,0,0,0,86,0,59,91,0,0,0,0,0,0,0,0,0,0,54,0,67,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Diadumene",0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,100,0,0,0,0,0,0,0,0,0,0,61,0,70,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Diaphorina",0,0,0,0,0,0,0,0,0,0,0,0,98,0,52,251,0,0,0,0,0,0,0,0,0,0,56,0,91,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","Diarsia",0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,150,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Dilophus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","Dipodomys",0,0,89,0,92,0,0,0,54,50,73,76,0,0,169,0,59,56,0,0,0,86,67,0,0,83,133,0,0,0,79,0,0,0,0,63,0,0,0,0,0,0,103,0,0,0
"174","Dolichovespula",0,0,60,0,75,50,0,0,0,0,71,94,314,0,142,421,106,0,0,0,0,102,76,55,0,106,169,0,299,499,0,0,0,0,0,110,0,0,0,0,0,0,104,170,0,0
"175","Doryrhamphus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Dreissena",0,0,55,0,78,0,69,0,0,74,67,108,374,62,166,325,60,0,0,60,73,261,77,53,0,123,219,0,308,401,57,0,0,60,77,131,57,0,0,0,114,68,257,0,0,0
"177","Dromiciops",0,0,57,0,91,87,0,0,53,0,0,83,0,0,134,0,0,0,0,62,58,97,69,0,0,85,100,0,0,0,0,0,51,68,0,58,53,0,0,0,0,60,91,0,0,0
"178","Drosophila",0,0,68,0,0,0,0,0,74,67,52,93,126,0,0,143,0,0,66,0,85,114,0,91,0,124,140,0,99,302,71,50,0,0,0,170,0,130,62,0,67,96,125,0,62,51
"179","Drymonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Dryobota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Dufourea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Ecdyonurus",0,0,0,0,80,0,0,0,0,0,0,0,125,0,67,0,0,0,0,0,0,0,0,0,0,0,64,0,128,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Echeneis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Ectemnius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Egretta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
"186","Eilema",0,0,0,0,0,0,0,0,0,0,0,0,67,0,60,85,0,0,0,0,0,0,0,0,0,0,0,0,56,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Electra",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","Electrona",0,0,87,0,51,0,0,0,0,0,0,0,170,0,82,0,0,0,0,62,0,66,0,0,0,87,71,0,172,427,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"189","Empis",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","Ennomos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Epinephelus",0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Epinotia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Episyrphus",0,0,0,0,0,0,0,0,0,0,0,0,75,0,54,64,0,0,0,0,0,0,0,0,0,0,58,0,51,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Eptesicus",0,0,0,0,0,0,0,0,0,0,0,63,71,0,81,0,0,0,0,0,0,0,0,0,0,0,50,0,51,73,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
"195","Erebia",0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Erinaceus",0,0,52,0,74,0,0,0,0,0,52,82,78,0,100,0,0,0,0,0,51,76,0,0,0,64,101,0,59,88,0,0,0,0,0,0,0,0,0,0,0,52,78,0,0,0
"197","Eriocheir",0,0,134,96,204,166,123,66,94,134,184,223,821,115,374,1076,176,93,101,78,185,247,212,155,0,253,315,71,682,1049,101,68,101,106,141,156,96,177,0,88,67,95,288,0,78,0
"198","Eristalinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Eristalis",0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,53,142,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"200","Erithacus",0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Esperia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Eublepharis",0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Eudonia",0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Eufriesea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Euleptes",0,0,0,0,0,0,0,0,0,0,0,62,0,0,62,0,65,0,0,0,0,55,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
"206","Eupeodes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Eupithecia",0,0,0,0,59,0,0,0,0,0,0,66,145,0,67,78,0,0,0,0,0,64,54,0,0,67,103,0,120,318,0,0,0,0,66,0,0,0,0,0,0,0,93,0,0,0
"208","Eurytemora",0,0,0,0,78,0,94,50,0,55,139,89,289,0,208,247,0,0,0,53,56,126,0,0,0,104,179,0,123,895,0,0,0,83,0,0,0,0,0,0,0,0,60,0,0,0
"209","Exephanes",0,0,0,0,0,0,0,0,0,0,0,0,53,0,51,0,0,0,0,0,0,0,0,0,0,0,78,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Felis",0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Fissipunctia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Flustra",0,0,0,0,0,0,0,0,0,0,0,0,127,0,134,329,88,0,0,0,0,0,62,0,0,55,56,0,201,259,0,0,0,0,0,0,0,0,0,0,0,0,59,77,72,0
"213","Flustrellidra",0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,59,183,141,0,0
"214","Fragum",0,0,69,0,58,0,0,0,0,0,50,69,129,0,98,102,0,0,0,0,0,0,53,0,0,58,115,0,155,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Frankliniella",0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Fulmarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0
"217","Furcula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Gadus",0,0,169,68,196,177,197,149,234,264,454,755,2695,895,2539,0,953,74,103,119,377,2165,643,281,57,581,906,74,998,1084,62,0,100,115,126,133,140,175,51,78,220,179,459,371,210,98
"219","Gallus",0,0,0,63,61,0,131,74,0,152,104,206,440,77,0,401,368,54,98,0,227,0,493,193,0,0,258,0,339,167,0,0,83,74,63,54,0,320,0,0,144,56,0,0,364,0
"220","Gari",0,0,110,0,97,80,129,79,224,267,310,468,1736,280,958,1429,151,0,0,115,488,401,610,555,111,547,1123,65,2092,2886,0,0,95,77,63,93,110,88,0,154,266,193,881,508,0,0
"221","Gasterosteus",0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Gavia",0,0,0,58,108,0,0,0,0,0,0,0,0,78,121,0,0,0,0,0,0,74,0,0,0,50,0,0,0,0,125,0,177,31610,155,152,267,0,77,0,96,0,261,0,89,0
"223","Gerris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Gibbula",0,0,0,0,0,0,0,0,0,0,0,65,168,57,147,239,76,0,0,0,0,67,77,0,0,157,226,0,462,557,0,0,81,268,191,120,132,79,59,104,0,0,189,0,0,0
"225","Gigantopelta",0,0,0,0,70,0,0,0,0,0,55,63,248,0,118,276,60,0,0,0,0,109,57,0,0,66,99,0,161,297,0,0,0,0,69,0,0,50,0,0,0,0,101,0,0,0
"226","Glyphotaelius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Gobio",0,0,0,0,51,0,0,0,0,0,0,0,116,0,52,0,0,0,0,0,0,0,0,0,0,0,75,0,98,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Gobius",0,0,0,0,0,0,0,0,0,0,0,65,192,0,95,0,0,0,0,0,0,58,0,0,0,56,75,0,114,370,50,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
"229","Gordionus",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Gouania",0,0,0,0,0,0,0,0,0,0,0,0,98,0,51,0,0,0,0,0,0,52,0,0,0,0,54,0,90,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","Gracilinanus",0,0,0,0,65,0,0,0,0,61,55,88,0,0,125,0,0,0,0,0,0,85,71,0,0,65,113,0,0,0,0,0,0,0,50,72,0,0,0,0,0,0,89,0,0,0
"232","Grammomys",0,0,0,0,53,0,0,0,0,0,0,58,0,0,83,0,0,0,0,0,0,59,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"233","Grus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
"234","Gymnodraco",0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","Gymnogyps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
"236","Habrosyne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Haliaeetus",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
